Lat,Lon,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
62.5,132.5,-0.032218,-0.18168,-0.039215,-0.061845,-0.14747,-0.022288,-0.080421,-0.053548,-0.035506,0.034838,0.022981,-0.14396,-0.019251,-0.11764,-0.16451,0.024692,0.10415,0.11688,-0.10257,0.03842,-0.018767,-0.064531,-0.051243,-0.014861,0.073865,-0.11079,0.098168,-0.11659,0.0015487,-0.093029,-0.17381,-0.035924,0.028701,0.10641,-0.0048685,-0.003619,-0.00029951,0.0057069,-0.045808,-0.13104,-0.03657,-0.072552,-0.052715,-0.026001,0.00068084,-0.072814,0.0017761,-0.062788,-0.0054263,0.096794,0.085446,-0.059425,-0.15737,0.017589,0.12848,0.07162,-0.0092005,-0.10911,-0.1017,0.027568,-0.026257,0.17875,0.15589,0.008739,-0.075562,-0.14037,0.063776,0.11111,-0.074372,0.0674,0.067155,-0.031714,-0.02672,0.065261,-0.054394,0.10932,-0.079935,-0.070984,-0.023967,-0.017353,-0.032523,0.0090996,0.00053825,0.050507,-0.022727,-0.048027,-0.23218,-0.052054,0.14665,-0.059814,0.0069628,-0.17113,-0.15999,-0.063484,0.062763,-0.033656,-0.062519,0.070318,0.096537,0.22339,-0.13946,-0.10993,-0.04689,0.036899,0.14299,0.13919,0.15914,0.23847,0.060078,-0.00054292,0.17472,0.020295
67.5,132.5,0.0226,-0.15731,0.020086,0.081068,-0.23569,-0.14011,0.010056,0.02071,-0.022238,0.0099371,0.065551,-0.23101,-0.066619,-0.054148,-0.13028,0.09922,0.10287,0.15379,-0.25772,-0.0080961,0.0054558,-0.037706,-0.013227,-0.035493,0.1118,-0.17564,0.099806,-0.050088,0.11563,-0.023817,-0.21443,0.015533,0.093233,0.12295,0.059556,-0.048119,-0.023918,0.076865,-0.012718,-0.078587,-0.063359,-0.1348,-0.035916,0.032105,0.0040921,0.03506,0.0052801,-0.0042293,0.0068949,0.075694,0.060905,-0.04285,-0.15438,-0.011337,0.13091,0.16973,0.065889,-0.23093,-0.04313,0.13036,0.006565,0.27077,0.2255,0.093351,0.0020238,-0.2279,0.058615,0.18668,-0.19803,-0.064035,0.09891,0.045125,-0.06293,0.11532,-0.00082465,0.17033,-0.099406,-0.096683,0.0097587,-0.052434,-0.17063,0.036617,-0.13194,0.055647,-0.0057911,-0.0093297,-0.16563,-0.18987,0.28948,-0.049213,0.057072,-0.14154,-0.083427,-0.052524,0.027878,0.12933,-0.0084769,0.047936,0.064707,0.11419,-0.042686,0.011318,0.093675,0.067015,-0.063397,0.044398,0.10139,0.22158,-0.071481,-0.094674,0.12372,0.04801
72.5,132.5,0.046064,-0.007393,0.043014,0.074894,-0.073038,0.0065193,-0.03375,0.092407,0.023583,0.0039549,0.064603,-0.11875,-0.017695,-0.0083627,-0.060041,0.043494,0.0088726,0.094812,-0.08246,0.01086,0.0094331,0.033598,0.035513,-0.0071841,0.068383,-0.067747,0.08042,0.0065447,0.1415,0.072054,-0.057093,0.048974,0.01269,0.099637,0.074081,-0.026427,0.028884,0.099866,0.018072,0.026911,-0.049275,-0.072592,-0.023295,-0.017541,0.057015,-0.014572,-0.037233,-0.031213,0.00956,0.021093,-0.0021546,0.023447,-0.084922,0.020479,0.0030783,0.084037,0.029019,-0.070183,0.010752,0.089908,0.0074293,0.17786,0.1366,0.10786,0.033855,-0.12483,0.051068,0.099856,-0.080221,-0.030944,0.019664,0.077228,-0.011233,0.032361,-0.05902,0.085607,-0.0095891,-0.029843,0.055756,0.020654,-0.083604,0.074538,-0.10527,-0.018804,0.032379,0.016063,-0.042744,-0.10436,0.15257,-0.010276,0.089653,-0.028003,-0.078433,-0.043734,-0.024045,0.10185,-0.014301,-0.0011975,-0.095759,-0.087427,-0.090352,0.028278,0.041759,0.031104,-0.092301,0.078496,0.036992,0.10244,0.015533,-0.063965,0.0011594,0.04086
-72.5,137.5,0.039979,-0.0085949,0.045167,0.048639,-0.031332,-0.0010769,0.044476,-0.0020407,0.010177,0.0093661,-0.012757,0.019974,0.042096,-0.040991,0.019199,-0.0090473,0.010675,-0.057466,-0.077532,-0.044215,-0.051324,0.023907,-0.029109,0.0049404,-0.03776,-0.045586,0.0080407,-0.016451,0.012837,-0.014447,-0.0041854,0.0051247,0.0042599,-0.049431,-0.017464,-0.033646,0.012276,0.014325,-0.032984,-0.0545,-0.054421,0.0011414,0.035471,-0.05175,0.014673,0.021356,-0.010847,-0.012997,-0.0075689,-0.023014,-0.056412,0.0060748,-0.019883,-0.031517,-0.0027831,-0.030569,-0.011713,0.015633,0.028579,-0.0024964,-0.0027098,-0.044944,0.0043953,-0.018626,-0.013815,-0.020743,0.0095937,0.032248,-0.024572,0.01339,0.016011,-0.040837,-0.04322,-0.041991,-0.022649,-0.045677,-0.03323,-0.0014053,0.017239,0.012873,-0.040732,0.0019163,-0.062988,0.029304,0.033238,-0.0074767,0.037007,-0.045181,0.02979,0.021597,-0.0027607,-0.006826,0.10932,0.081579,0.036824,0.033706,-0.035869,0.0075164,0.033073,-0.10718,-0.024783,0.010138,-0.072334,0.033528,-0.045211,0.0030263,0.0085255,-0.085258,-0.037933,0.01312,-0.004884,0.0013519
-67.5,137.5,0.11004,-0.00054216,0.18368,0.097754,-0.17875,0.036909,0.23139,-0.05833,0.023039,-0.0035205,0.088961,0.18447,0.031493,-0.010268,0.18229,0.033158,0.015181,-0.072502,-0.1112,-0.12555,-0.1409,0.039506,-0.061225,-0.042415,-0.088401,-0.076028,-0.082944,-0.026612,0.0020886,-0.030801,0.020294,-0.051733,-0.024405,-0.21323,-0.096042,-0.099971,-0.01729,0.031197,-0.0079697,-0.08108,0.078919,0.12512,0.024446,-0.075939,0.031683,0.15495,-0.020567,0.077944,0.037165,-0.077416,-0.035766,-0.057403,-0.030047,-0.037562,0.11852,-0.038864,0.051978,0.040368,0.1157,0.045186,0.093229,-0.11979,0.088237,0.034136,-0.0054609,0.0053855,-0.0002457,0.066488,-0.022684,-0.13323,-0.0080511,-0.097167,-0.0063732,-0.019297,0.033558,-0.046397,0.0026659,-0.0023885,-0.00877,0.024134,-0.15558,0.010325,-0.046324,0.05064,0.0090412,-0.086672,0.030331,-0.025595,-0.065108,0.11152,0.12543,-0.01797,0.27229,0.29466,0.039544,0.0064159,0.0098315,0.02798,0.10306,-0.18077,0.011461,0.079148,-0.029073,0.090411,-0.12701,-0.11211,-0.036668,-0.26334,-0.36415,0.10708,-0.060394,-0.057642
-62.5,137.5,0.012383,-0.060589,0.074986,0.15201,-0.037771,-0.036242,0.027906,0.026069,-0.016783,0.13076,0.014939,0.0016369,0.004274,-0.022739,0.163,0.018113,0.020022,0.048386,-0.11036,-0.10748,-0.074662,-0.13511,-0.10561,-0.030644,0.07209,-0.13466,-0.042659,0.02199,-0.090308,-0.057179,0.044631,0.019392,-0.065594,0.042195,-0.049219,-0.030642,-0.075712,-0.068012,0.10061,-0.006128,0.12262,0.032853,-0.026581,0.06893,-0.068682,-0.0072161,-0.040728,-0.0042132,-0.029274,0.0031416,0.012894,0.023833,0.069551,0.00037928,0.087886,-0.012646,0.093428,0.035432,0.035453,-0.099144,0.11573,-0.013539,0.031001,-0.010455,-0.053769,0.033644,0.024016,-0.16206,0.021994,-0.090354,-0.033704,-0.097722,0.0032492,-0.0063395,0.093337,-0.12242,0.14894,0.0027617,-0.12729,-0.13797,0.051772,-0.093608,-0.026295,0.11172,-0.063393,-0.093986,0.046677,0.18843,-0.18201,0.0057216,-0.0065898,-0.043332,0.10757,0.24772,-0.089512,0.083903,0.046834,0.22722,0.20502,-0.045796,0.20023,-0.088613,-0.099561,-0.1632,-0.15864,0.011551,-0.064297,-0.015661,0.071677,0.077443,0.0078128,-0.05025
-57.5,137.5,0.092206,-0.21225,0.10483,0.26246,-0.052718,-0.14277,0.0039927,-0.04545,-0.026413,-0.25268,-0.16261,-0.24736,-0.03179,-0.24897,0.20276,-0.056069,-0.058878,-0.073631,-0.010124,-0.27941,-0.18949,-0.30881,-0.31153,-0.2302,0.011735,-0.26464,-0.083589,-0.15032,-0.33291,-0.052345,0.094913,0.0014783,-0.01517,-0.12174,-0.34384,0.013623,0.031357,-0.072479,-0.039732,0.036908,0.16548,-0.022104,-0.16694,-0.056719,-0.28832,0.012726,0.046517,-0.06973,-0.1043,-0.10694,-0.032291,-0.064274,-0.039713,0.089414,0.24569,-0.099561,-0.15674,-0.0014883,0.0078411,0.1007,0.054622,-0.092309,0.12912,-0.015033,-0.38295,0.11991,-0.014269,-0.063018,-0.047206,0.13395,-0.12097,-0.34573,0.08239,-0.11982,-0.17382,-0.030209,0.17949,0.023321,-0.072587,-0.060314,0.24186,-0.062606,-0.010182,0.13297,-0.14415,-0.39682,-0.14277,0.37735,-0.087482,0.10156,0.005082,0.13961,0.02484,0.058703,-0.14606,-0.15929,-0.10884,0.22772,0.40316,0.097316,0.11054,-0.39092,-0.10958,-0.11894,-0.19167,0.41342,0.40885,-0.17715,-0.45745,0.15001,0.0055856,-0.018818
-52.5,137.5,0.04713,-0.096819,0.057043,0.023979,-0.025048,-0.10695,0.01692,0.05824,0.01663,-0.067284,-0.065259,-0.042296,0.023453,-0.027966,0.18962,-0.011559,0.0039302,-0.056119,0.078318,-0.047657,0.081998,-0.17503,-0.043161,-0.060868,-0.042387,0.0057436,-0.06186,-0.12589,-0.0496,-0.057648,0.091084,0.11179,0.005794,-0.11432,-0.19534,0.025657,0.056915,-0.014276,-0.00063248,0.073359,0.14827,0.10902,-0.075367,-0.026372,-0.082849,0.015649,-0.020454,-0.024065,-0.11669,0.014487,-0.042129,0.010143,0.09077,0.15331,0.11184,-0.026107,-0.060453,0.058578,-0.0089473,0.096215,0.027406,0.0076939,0.076796,0.028475,-0.18107,0.1373,-0.040683,-0.072675,-0.003872,0.065207,-0.17491,-0.13452,0.096069,-0.03334,-0.054364,-0.039356,0.064955,0.037893,-0.050698,0.067803,0.087793,-0.13859,0.028897,-0.013892,-0.11508,-0.19303,-0.12811,0.25856,-0.025949,-0.085192,-0.0093566,0.030886,-0.0066668,-0.072363,-0.1299,-0.22271,-0.089233,0.32195,0.15137,0.16185,0.072738,-0.26378,0.13129,0.082795,-0.053495,0.15475,0.072979,0.054957,-0.24491,0.1669,0.08421,0.10985
-47.5,137.5,-0.057874,0.24383,-0.010453,-0.0082563,-0.10041,-0.12049,0.015382,0.1013,0.0017519,-0.17866,0.039412,-0.096574,0.044064,-0.030628,-0.011274,0.049693,-0.012302,-0.086029,0.020583,-0.087977,0.038448,-0.077563,0.074561,-0.14003,-0.0001695,-0.060941,-0.017723,0.0023305,0.090892,-0.056245,-0.00038088,0.19646,-0.052312,-0.14907,-0.06349,0.0062976,0.052564,0.059115,0.0727,-0.092191,0.01736,0.10586,0.13451,-0.070838,0.072099,0.072111,-0.087844,0.071837,-0.020521,0.021237,0.011792,0.053359,0.12853,0.1527,0.11266,0.098743,-0.029069,0.073659,-0.015831,0.12574,0.034778,-0.08731,-0.05343,-0.027759,-0.019991,0.066922,0.084099,-0.10068,-0.028081,0.14206,-0.076279,0.042751,0.0069879,0.060391,-0.108,0.040314,-0.070929,0.041701,-0.018765,0.10753,0.072556,-0.022458,-0.041853,0.01983,-0.079882,-0.16449,-0.13776,0.15103,0.030073,-0.11956,0.027205,-0.21321,0.064759,0.11309,-0.18022,0.046825,0.024815,-0.043786,0.047336,-0.0099747,-0.031118,-0.14432,0.13972,0.20479,0.031282,0.081713,-0.054656,0.17966,-0.13874,0.071592,0.13498,0.15488
-42.5,137.5,0.03671,0.10711,0.020328,0.044208,-0.026889,0.10203,0.061757,0.0579,0.050887,0.10205,0.098275,0.01412,-0.019447,-0.017001,-0.0079141,0.0098056,-0.013505,0.13328,0.010519,0.0064474,-0.056289,0.021649,-0.018585,-0.014948,0.080439,-0.05397,0.045698,0.058467,0.035408,0.011341,0.022553,-0.0046967,0.0028901,0.094393,0.0020452,0.027451,-0.023917,0.017911,0.055717,0.00072012,0.037804,0.021289,0.0017261,-0.012028,0.05714,0.0288,-0.034686,-0.027181,0.050044,-0.044733,0.045282,-0.017825,-0.01964,-0.0077079,0.066043,0.023037,0.065671,0.091561,0.012307,5.81E-05,0.019831,-0.032591,0.045857,-0.010281,0.077105,-0.024462,0.023615,-0.019678,0.02024,-0.048203,-0.0054311,0.054081,-0.016449,0.010199,0.00095588,0.045167,0.094158,-0.038249,-0.010623,0.040743,0.053022,0.10592,-0.013945,0.053129,-0.099069,-0.070727,-0.030475,-0.10307,-0.13698,-0.094923,0.042128,-0.01661,0.041608,0.14667,0.073948,0.083272,0.014901,-0.055994,0.015679,-0.0051001,0.003081,0.00095602,-0.091158,-0.018164,-0.063198,0.1197,-0.021734,-0.042973,0.12241,0.076365,0.017691,-0.037706
-37.5,137.5,0.048168,0.16429,-0.02473,0.026453,-0.010269,-0.083471,0.15304,0.042346,0.032449,-0.049174,0.0092839,0.056475,-0.0097873,0.02213,0.10259,-0.010119,-0.044763,-0.016665,0.13332,-0.034396,0.042462,-0.02993,0.056299,-0.074688,-0.030935,0.043881,-0.10236,0.039651,-0.035311,-0.0031101,0.10472,0.057658,-0.046612,-0.14591,-0.13481,0.015818,-0.0087959,-0.042303,0.084969,0.072573,0.098253,0.12737,0.054642,0.021591,0.027122,0.077782,-0.052184,0.076357,0.012835,-0.075885,0.024805,-0.034026,0.15292,0.049759,0.088238,-0.010755,0.048397,0.10222,0.041046,0.038353,0.059027,-0.1976,-0.076199,-0.10203,0.05082,0.084531,-0.057441,-0.13037,0.086723,-0.04144,-0.13212,0.012763,0.03822,0.051528,0.08357,-0.027834,0.084966,0.031669,0.016776,0.087077,0.14983,0.029131,-0.076817,0.0061724,-0.072505,-0.081629,0.0006245,0.050162,-0.2004,-0.066006,0.016697,-0.011102,0.21071,0.091653,-0.10775,-0.11021,0.075654,-0.070704,0.094258,0.099456,0.18794,-0.086011,-0.029271,0.070627,-0.055248,0.058919,-0.10344,-0.11275,-0.1685,0.13549,0.07318,0.031923
-32.5,137.5,0.019058,-0.17347,0.092581,0.1497,-0.087779,-0.20812,0.13119,0.13188,-0.15108,-0.084199,-0.084155,-0.073535,0.056106,-0.015156,0.08732,-0.093481,-0.094343,-0.13967,-0.035877,0.030831,-0.090691,-0.082745,-0.059731,-0.13847,-0.13921,-0.15221,-0.11429,-0.0041665,0.028255,-0.0024018,0.073135,0.16752,0.0076394,-0.17714,-0.19969,-0.092653,0.0021443,-0.036787,-0.038671,-0.020172,0.01844,0.066291,0.10188,-0.0025769,0.03555,0.08342,-0.10164,0.045661,0.01965,-0.10602,-0.024072,0.017534,0.13753,-0.024323,0.050749,0.012503,0.12902,0.13163,0.14802,0.020986,0.0086915,-0.070734,-0.033182,-0.16586,0.012423,-0.0012584,-0.14127,0.00043147,-0.074681,-0.11824,-0.19139,-0.031032,-0.082954,-0.068447,0.08218,-0.043004,0.11037,-0.028302,0.11255,0.056019,0.08006,0.0081042,-0.25812,-0.042949,-0.23037,-0.16387,0.19727,-0.17369,0.093869,-0.006124,0.026952,0.038319,0.48542,0.14869,-0.16999,-0.16924,-0.036831,0.12046,0.23889,-0.13844,0.10029,0.057061,-0.098812,0.073471,-0.19066,0.035472,0.03011,-0.11141,-0.27398,0.11492,0.0094361,0.073087
-27.5,137.5,-0.065637,-0.15333,-0.024627,0.069058,-0.007101,-0.13031,0.13864,0.055866,-0.093787,0.10139,0.040195,-0.041236,0.037821,0.090413,0.023377,0.034612,0.079607,0.03552,-0.079602,0.0064547,0.036082,-0.013027,-0.018089,-0.021156,-0.050423,-0.012818,-0.041765,0.070681,0.023403,-0.021802,0.042728,0.078986,0.077196,0.015169,-0.036537,-0.030291,0.0092897,0.018063,0.053572,0.00065766,0.052407,-0.0037366,0.080294,0.061996,-0.021495,0.12055,-0.0034679,0.057373,0.045638,0.053724,0.031058,-0.033037,0.10521,-0.013361,0.11918,0.10619,0.12071,0.017705,0.069729,0.013876,0.037013,-0.03655,-0.013267,-0.071733,-0.0015002,0.053537,-0.067944,-0.0094646,-0.096225,-0.13166,-0.035137,0.0048975,-0.076374,0.090796,0.14537,0.026927,0.087282,-0.039044,-0.031474,-0.05676,0.043925,-0.069107,-0.079087,0.011527,-0.10706,-0.076661,0.054333,-0.023239,0.13435,-0.0067121,-0.030503,0.11307,0.10161,0.058243,-0.1715,-0.0981,0.046768,-0.0087,0.25578,0.086973,0.17129,0.080747,-0.0038756,0.069103,-0.20068,-0.11339,-0.053646,0.014986,-0.12005,0.047457,0.051981,0.030912
-22.5,137.5,0.12596,-0.119,0.10493,0.18746,0.11435,-0.016739,0.16494,0.0030337,0.060925,0.083509,0.037149,0.0063201,-0.24612,0.064417,0.12944,-0.064264,-0.032226,0.29392,0.11027,0.020319,-0.0089628,-0.020397,-0.077507,-0.13906,0.086058,-0.080434,-0.056263,0.041587,-0.27766,-0.05554,-0.14031,-0.21537,-0.031035,0.046881,-0.082548,0.063587,-0.14727,-0.081048,0.052841,0.26509,0.16102,-0.056914,-0.11059,0.13193,-0.13607,0.10629,0.0047982,-0.076436,-0.017452,-0.11022,0.21355,-0.22999,0.049533,-0.18743,0.087077,-0.0071461,0.23141,-0.064173,-0.023315,-0.11222,0.05787,-0.07393,0.0086605,-0.061016,0.14345,-0.03825,-0.13155,-0.066087,0.10688,-0.28231,0.052184,0.076471,0.0026268,0.083698,0.24658,0.15306,0.28461,-0.012306,0.031203,-0.14093,0.082789,0.10855,0.14514,0.15332,-0.19462,-0.021691,0.055648,-0.34638,-0.39391,-0.016612,0.016463,0.10897,-0.0025886,-0.079958,-0.052654,0.0076781,0.28531,0.087647,0.12554,0.35277,0.52288,0.046363,-0.16237,0.072363,-0.13029,0.085254,0.027127,-0.28975,-0.0063604,0.27024,0.18262,-0.15207
-17.5,137.5,0.20219,-0.21531,-0.096973,0.52679,-0.20823,-0.83428,0.33594,0.56056,0.11594,0.10233,-0.30787,-0.36929,-0.36634,-0.22299,0.038124,-0.14515,0.029258,0.086699,0.18148,-0.10439,0.41446,-0.21465,0.049335,-0.32818,0.30449,-0.5826,-0.17608,-0.083281,-0.23134,-0.41985,-0.16999,-0.03182,0.039493,-0.034992,-0.31858,0.083114,-0.10044,-0.2334,0.22453,0.56411,0.071052,-0.084804,-0.22283,0.41461,-0.065702,0.3242,-0.14588,-0.17882,-0.39499,-0.098847,0.1953,-0.20317,0.67307,-0.18351,0.15184,-0.21304,0.38021,-0.0883,-0.10256,-0.098075,0.20537,-0.20308,-0.24141,-0.28144,0.32872,0.084628,-0.15403,-0.67428,0.042516,-0.37892,-0.23676,0.0071432,0.14406,0.21085,0.65164,0.026759,0.50014,-0.050907,0.097555,-0.062077,0.042046,-0.0076359,-0.18207,0.21694,-0.81745,-0.27921,0.18987,-0.39314,-0.43922,-0.99547,-0.25281,-0.28534,0.35267,-0.090991,-0.13299,0.047522,0.198,0.60843,0.41131,0.72216,1.5626,-0.47069,0.20363,0.71487,-0.25228,0.74877,-0.16634,-0.090996,0.49937,0.66648,0.7387,0.26717
-12.5,137.5,0.14009,-0.46284,-0.42745,0.60249,-0.35816,-0.89541,0.52845,0.32896,0.16327,0.37775,-0.25172,-0.50842,0.023414,-0.32363,-0.15917,0.25778,0.46036,-0.011831,-0.62502,-0.50474,0.35198,-0.12506,0.12689,-0.094956,0.19515,-0.34801,0.13089,0.074054,0.016652,-0.26476,-0.16545,0.12621,0.23639,-0.010096,-0.11948,0.019768,0.082561,-0.041143,0.30806,0.2379,-0.24894,-0.33662,0.14561,0.10615,0.0016738,0.31983,0.14299,-0.077301,-0.38296,0.20037,-0.039846,-0.19951,0.32864,-0.021923,0.60071,0.061788,0.28939,-0.31378,-0.14094,0.2279,0.35853,-0.033637,0.087743,-0.22871,0.080397,0.017992,0.097001,-0.24483,-0.21036,-0.10151,0.089405,-0.17202,-0.19357,0.63851,0.49815,0.019082,0.023277,-0.0016584,-0.055737,-0.14437,0.080345,-0.0075636,-0.67288,0.36477,-0.055236,-0.074048,-0.1456,-0.2135,0.28369,-0.70217,-0.37892,-0.38907,0.02403,0.068167,-0.15264,0.32727,0.26881,0.10146,1.1396,0.50655,1.1876,-0.53004,-0.025328,0.54062,-0.92393,0.51119,-0.047345,-0.0013927,0.10238,0.30662,0.84346,0.38988
-7.5,137.5,-0.12175,-2.4722,-1.7304,0.42532,-0.62816,-1.1838,-0.048332,-0.42265,0.14351,1.4192,-0.81762,-1.2884,0.046456,-1.6404,-1.6542,0.27145,1.49,0.42586,-1.615,-0.76205,0.48739,0.37642,0.03484,-0.60692,0.30052,-1.0318,0.41589,-0.1568,-0.71617,-0.76889,-1.8317,-0.90477,0.15923,1.3626,0.077244,-0.088115,-0.12029,-0.071308,0.072949,0.087276,-1.6232,-1.5637,-0.13829,0.34237,-0.86953,-0.37307,0.57978,-0.28282,-0.5007,0.90417,0.31416,-0.60133,-0.24211,-0.43572,0.53094,0.54792,0.2846,-1.7037,-0.31694,-0.48512,0.72278,0.68773,0.60707,-0.70592,-0.20729,-1.112,-0.040665,-0.45673,0.45468,-0.070294,1.515,0.041044,-0.92104,1.7884,1.0261,0.52433,-0.36146,-0.23957,-0.18071,-0.87874,-0.031548,0.48555,-1.6836,1.5668,1.3419,1.533,-0.78639,-0.53374,0.83568,0.5711,-0.69789,-1.4067,-1.1033,-0.78267,-1.0038,0.86771,0.60736,-0.25175,2.3693,1.4248,1.658,-0.1609,-1.6465,-0.35444,-0.85726,0.89265,0.12191,0.25986,1.0847,0.1558,2.0063,0.36214
-2.5,137.5,0.15001,-1.7365,-1.2448,0.62374,-0.46912,-1.1051,-0.81265,0.33514,-0.13353,1.0371,-0.78317,-1.5265,0.20306,-1.0327,-1.719,0.083573,1.0613,0.45339,-1.2186,-0.0078939,0.64735,0.054749,0.24589,0.22806,0.5248,-0.57283,0.52678,-0.26067,-0.019257,-0.30538,-1.0206,-0.22672,0.11754,1.3755,0.37355,-0.031858,0.12453,-0.093778,-0.064405,0.27981,-1.3564,-1.4577,-0.27607,0.40595,-0.244,-0.61014,0.16349,-0.76465,-0.5142,0.69855,-0.1654,-0.044354,-0.03021,-0.28082,0.056264,0.13769,0.18523,-1.2211,-0.20384,-0.43872,0.29663,1.0212,0.39587,-0.28258,-0.3049,-1.0399,0.22382,-0.30523,-0.18771,0.17927,0.69661,-0.1503,-0.65607,0.69606,0.62555,-0.21202,0.12945,-0.31978,0.13132,-0.52997,0.21516,-0.12876,-2.0516,0.81244,0.99143,1.0212,-0.22417,-0.20406,1.0893,-0.19042,-0.6155,-0.80185,-0.78474,-0.72864,-0.76505,0.22789,-0.5055,-0.099811,0.8798,1.129,1.4071,-0.51231,-1.3156,0.12364,-0.5954,1.3282,0.56002,1.0697,1.6835,-0.24815,1.4485,0.46913
2.5,137.5,0.54592,-0.55765,-1.8595,1.623,-2.2857,-1.1194,0.46651,0.98809,0.82902,1.6793,0.77091,-2.4005,0.46801,-1.8655,-2.6842,1.2687,2.424,1.568,-2.4326,-1.0466,1.06,1.038,1.2697,0.11197,1.9111,-1.5075,1.025,0.40923,1.6042,0.17417,-1.1554,0.27755,0.66826,2.1838,1.1227,0.02837,0.84897,1.2656,1.0686,-0.058213,-2.0084,-1.797,-0.066466,0.9323,0.24276,0.39881,-0.27493,-0.051741,0.017922,1.6509,0.35773,0.38779,0.467,0.23521,1.2948,1.6742,0.65107,-2.1206,0.4199,0.7707,1.0166,1.6712,1.5686,0.20058,-0.065894,-1.9656,1.2641,-0.11308,-0.64563,-0.32503,1.8117,0.50118,-1.3809,1.7984,1.1521,0.63525,-0.025938,-0.83546,0.58605,-0.25871,-0.65186,0.43568,-4.0669,0.89367,1.7611,1.2441,-1.2472,0.25724,2.822,0.34257,0.038176,-1.8103,-0.65664,0.14176,-1.7848,1.6427,-1.0158,-1.5709,0.65084,1.4232,2.339,-0.24135,-1.3618,0.83766,-1.9446,1.8157,-0.25123,1.7583,0.83564,-1.1035,2.2014,1.3583
7.5,137.5,0.48994,-0.58829,-1.6505,0.88973,-2.0218,-1.7877,0.34513,0.25281,-0.043024,0.46263,-0.11156,-1.438,-0.051582,-0.76097,-2.347,0.94815,1.2304,0.50887,-1.789,-0.43836,0.69196,0.63397,1.1452,0.093011,0.70018,-0.33885,0.28482,0.23831,0.89928,0.091602,-1.1201,-0.36785,0.23179,0.57453,0.70987,-0.35319,0.025028,0.20512,0.32571,0.28813,-1.3989,-1.3772,0.27758,0.50051,0.70497,0.46848,0.35755,0.22062,-0.091254,0.37877,-0.017655,-0.44786,-0.12148,-0.22141,0.99599,0.58549,0.62828,-1.7784,0.03428,0.65238,0.95056,0.83589,0.79935,0.11556,0.59994,-1.4214,0.64347,0.32694,-0.66285,-0.45207,0.94382,0.25302,-0.72984,1.7784,1.0824,0.34879,-0.36486,-0.39262,0.41776,-0.058864,-0.39888,0.6771,-3.4121,0.64815,1.4366,1.2314,-0.45696,-0.94612,1.563,-0.41975,0.071159,-1.6701,-0.1713,0.13594,-0.37877,0.96542,0.08003,-2.5813,0.82227,0.9733,1.6338,0.23075,-0.35629,1.2576,-1.1886,0.78801,0.23639,0.76002,0.0022555,-0.77018,1.5678,0.55604
12.5,137.5,0.63102,1.0884,-0.1192,0.76449,-0.56372,-0.55953,0.44935,0.15407,0.42593,0.093241,0.79418,-0.322,-0.023741,0.62963,-0.56664,1.0611,0.76866,0.62872,-1.2129,-0.62938,0.52987,0.6628,1.0971,0.33659,0.26629,0.68975,0.46524,0.33678,1.0178,0.3791,-0.56949,0.048856,-0.45466,-0.32786,1.1266,-0.40816,0.11306,0.72977,0.50518,0.29066,-0.54316,-0.52658,1.0033,-0.36046,1.0311,0.39028,-0.10029,0.18078,-0.22445,0.28807,-0.27304,-0.39558,-0.44357,0.017832,0.6876,0.54176,0.38054,-0.95542,-0.29519,0.73847,0.72276,0.32627,0.62642,0.91726,0.56177,-0.65806,1.0953,0.77714,-0.53161,0.020769,0.794,0.40678,-0.4407,1.2296,-0.001074,0.16257,-0.721,0.42166,0.13417,-0.068767,-0.4527,0.26265,-1.4813,0.1981,1.9143,0.83498,-0.40918,-0.40497,0.73237,0.0024744,0.44693,-0.94218,-0.87027,0.10238,-0.30193,1.3999,1.1593,-2.1124,-0.25958,-0.28995,0.22311,0.15395,0.1033,1.8102,-0.98007,-0.51143,-0.33098,0.26222,-0.45694,-0.51368,1.1021,0.22225
